RUEE,Rule,GRADO/AÑO,BACHIILER_DIVNOMBRE,Turno,PLAN,MODALIDAD
1203013,3030285,6,FISICO MATEMATICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1203013,3030285,6,SOCIAL ECONOMIA,INTERMEDIO EXTENDIDO,2006,ANUAL
1203013,3030285,6,SOCIAL HUMANISTICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1203013,3030285,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1203013,3030285,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1203013,3030285,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1203013,3030285,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203014,3030288,4, ,MATUTINO EXTENDIDO,2006,ANUAL
1203014,3030288,5,DIV.BIOLOGICA,MATUTINO EXTENDIDO,2006,ANUAL
1203014,3030288,5,DIV.HUMANISTICA,MATUTINO EXTENDIDO,2006,ANUAL
1203014,3030288,6,CIENCIAS BIOLOGICAS,MATUTINO EXTENDIDO,2006,ANUAL
1203014,3030288,6,SOCIAL HUMANISTICO,MATUTINO EXTENDIDO,2006,ANUAL
1203014,3030288,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1203014,3030288,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1203014,3030288,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1203015,3030307,4, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203015,3030307,5,DIV.BIOLOGICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1203015,3030307,5,DIV.CIENTIFICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1203015,3030307,5,DIV.HUMANISTICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1203015,3030307,6,CIENCIAS BIOLOGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL
1203015,3030307,6,FISICO MATEMATICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1203015,3030307,6,SOCIAL HUMANISTICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1203015,3030307,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1203015,3030307,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1203015,3030307,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1203016,3030298,4, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203016,3030298,5,DIV.BIOLOGICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1203016,3030298,5,DIV.CIENTIFICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1203016,3030298,5,DIV.HUMANISTICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1203016,3030298,6,CIENCIAS BIOLOGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL
1203016,3030298,6,FISICO MATEMATICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1203016,3030298,6,SOCIAL ECONOMIA,INTERMEDIO EXTENDIDO,2006,ANUAL
1203016,3030298,6,SOCIAL HUMANISTICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1203016,3030298,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1203016,3030298,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1203016,3030298,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1203016,3030298,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203017,3030294,4, ,MATUTINO EXTENDIDO,2006,ANUAL
1203017,3030294,5,DIV.ARTE Y EXPRESION,INTERMEDIO EXTENDIDO,2006,ANUAL
1203017,3030294,5,DIV.BIOLOGICA,MATUTINO EXTENDIDO,2006,ANUAL
1203017,3030294,5,DIV.CIENTIFICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1203017,3030294,5,DIV.HUMANISTICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1203017,3030294,6,ARTE Y EXPRESION,MATUTINO EXTENDIDO,2006,ANUAL
1203017,3030294,6,CIENCIAS AGRARIAS,INTERMEDIO EXTENDIDO,2006,ANUAL
1203017,3030294,6,CIENCIAS BIOLOGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL
1203017,3030294,6,FISICO MATEMATICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1203017,3030294,6,MATEMATICA Y DISEÑO,INTERMEDIO EXTENDIDO,2006,ANUAL
1203017,3030294,6,SOCIAL ECONOMIA,INTERMEDIO EXTENDIDO,2006,ANUAL
1203017,3030294,6,SOCIAL HUMANISTICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1203018,3030274,4, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203018,3030274,4, ,NOCTURNO,1994,ANUAL
1203018,3030274,4, ,NOCTURNO,1994,SEMESTRAL
1203018,3030274,5,DIV.BIOLOGICA,NOCTURNO,1994,SEMESTRAL
1203018,3030274,5,DIV.CIENTIFICA,NOCTURNO,1994,SEMESTRAL
1203018,3030274,5,DIV.ARTE Y EXPRESION,INTERMEDIO EXTENDIDO,2006,ANUAL
1203018,3030274,5,DIV.BIOLOGICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1203018,3030274,5,DIV.CIENTIFICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1203018,3030274,5,DIV.HUMANISTICA,MATUTINO EXTENDIDO,2006,ANUAL
1203018,3030274,5,DIV.HUMANISTICA,NOCTURNO,1994,ANUAL
1203018,3030274,6,CIENCIAS AGRARIAS,NOCTURNO,1994,ANUAL
1203018,3030274,6,MATEMATICA Y DISEÑO,NOCTURNO,1994,ANUAL
1203018,3030274,6,ARTE Y EXPRESION,MATUTINO EXTENDIDO,2006,ANUAL
1203018,3030274,6,CIENCIAS AGRARIAS,MATUTINO EXTENDIDO,2006,ANUAL
1203018,3030274,6,CIENCIAS BIOLOGICAS,MATUTINO EXTENDIDO,2006,ANUAL
1203018,3030274,6,SOCIAL HUMANISTICO,NOCTURNO,1994,ANUAL
1203018,3030274,6,SOCIAL ECONOMIA,NOCTURNO,1994,ANUAL
1203018,3030274,6,FISICO MATEMATICO,MATUTINO EXTENDIDO,2006,ANUAL
1203018,3030274,6,FISICO MATEMATICO,NOCTURNO,1994,ANUAL
1203018,3030274,6,MATEMATICA Y DISEÑO,MATUTINO EXTENDIDO,2006,ANUAL
1203018,3030274,6,CIENCIAS BIOLOGICAS,NOCTURNO,1994,ANUAL
1203018,3030274,6,SOCIAL ECONOMIA,MATUTINO EXTENDIDO,2006,ANUAL
1203018,3030274,6,SOCIAL HUMANISTICO,MATUTINO EXTENDIDO,2006,ANUAL
1203019,3030311,4, ,MATUTINO EXTENDIDO,2006,ANUAL
1203019,3030311,4, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203019,3030311,4, ,NOCTURNO,1994,SEMESTRAL
1203019,3030311,5,DIV.BIOLOGICA,NOCTURNO,1994,ANUAL
1203019,3030311,5,DIV.ARTE Y EXPRESION,INTERMEDIO EXTENDIDO,2006,ANUAL
1203019,3030311,5,DIV.BIOLOGICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1203019,3030311,5,DIV.CIENTIFICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1203019,3030311,5,DIV.HUMANISTICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1203019,3030311,5,DIV.HUMANISTICA,NOCTURNO,1994,ANUAL
1203019,3030311,6,ARTE Y EXPRESION,INTERMEDIO EXTENDIDO,2006,ANUAL
1203019,3030311,6,CIENCIAS BIOLOGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL
1203019,3030311,6,SOCIAL HUMANISTICO,NOCTURNO,1994,ANUAL
1203019,3030311,6,CIENCIAS BIOLOGICAS,NOCTURNO,1994,ANUAL
1203019,3030311,6,SOCIAL HUMANISTICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1203019,3030311,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1203019,3030311,1, ,INTERMEDIO EXTENDIDO,0,ANUAL
1203019,3030311,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203019,3030311,1, ,NOCTURNO,2013,ANUAL/SEMESTRAL
1203019,3030311,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1203019,3030311,2, ,INTERMEDIO EXTENDIDO,0,ANUAL
1203019,3030311,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203019,3030311,2, ,NOCTURNO,2013,ANUAL/SEMESTRAL
1203019,3030311,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1203019,3030311,3, ,INTERMEDIO EXTENDIDO,0,ANUAL
1203019,3030311,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203019,3030311,3, ,NOCTURNO,2013,ANUAL/SEMESTRAL
1203020,3030297,4, ,MATUTINO EXTENDIDO,2006,ANUAL
1203020,3030297,5,DIV.ARTE Y EXPRESION,MATUTINO EXTENDIDO,2006,ANUAL
1203020,3030297,5,DIV.BIOLOGICA,MATUTINO EXTENDIDO,2006,ANUAL
1203020,3030297,5,DIV.CIENTIFICA,MATUTINO EXTENDIDO,2006,ANUAL
1203020,3030297,5,DIV.HUMANISTICA,MATUTINO EXTENDIDO,2006,ANUAL
1203020,3030297,6,CIENCIAS BIOLOGICAS,MATUTINO EXTENDIDO,2006,ANUAL
1203020,3030297,6,FISICO MATEMATICO,MATUTINO EXTENDIDO,2006,ANUAL
1203020,3030297,6,MATEMATICA Y DISEÑO,MATUTINO EXTENDIDO,2006,ANUAL
1203020,3030297,6,SOCIAL HUMANISTICO,MATUTINO EXTENDIDO,2006,ANUAL
1203020,3030297,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203020,3030297,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203020,3030297,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203021,3030308,4, ,MATUTINO EXTENDIDO,2006,ANUAL
1203021,3030308,4, ,VESPERTINO EXTENDIDO,2006,ANUAL
1203021,3030308,5,DIV.ARTE Y EXPRESION,MATUTINO EXTENDIDO,2006,ANUAL
1203021,3030308,5,DIV.ARTE Y EXPRESION,VESPERTINO EXTENDIDO,2006,ANUAL
1203021,3030308,5,DIV.BIOLOGICA,MATUTINO EXTENDIDO,2006,ANUAL
1203021,3030308,5,DIV.BIOLOGICA,VESPERTINO EXTENDIDO,2006,ANUAL
1203021,3030308,5,DIV.CIENTIFICA,MATUTINO EXTENDIDO,2006,ANUAL
1203021,3030308,5,DIV.CIENTIFICA,VESPERTINO EXTENDIDO,2006,ANUAL
1203021,3030308,5,DIV.HUMANISTICA,MATUTINO EXTENDIDO,2006,ANUAL
1203021,3030308,5,DIV.HUMANISTICA,VESPERTINO EXTENDIDO,2006,ANUAL
1203021,3030308,6,ARTE Y EXPRESION,MATUTINO EXTENDIDO,2006,ANUAL
1203021,3030308,6,ARTE Y EXPRESION,VESPERTINO EXTENDIDO,2006,ANUAL
1203021,3030308,6,CIENCIAS AGRARIAS,VESPERTINO EXTENDIDO,2006,ANUAL
1203021,3030308,6,CIENCIAS BIOLOGICAS,MATUTINO EXTENDIDO,2006,ANUAL
1203021,3030308,6,CIENCIAS BIOLOGICAS,VESPERTINO EXTENDIDO,2006,ANUAL
1203021,3030308,6,FISICO MATEMATICO,MATUTINO EXTENDIDO,2006,ANUAL
1203021,3030308,6,FISICO MATEMATICO,VESPERTINO EXTENDIDO,2006,ANUAL
1203021,3030308,6,MATEMATICA Y DISEÑO,VESPERTINO EXTENDIDO,2006,ANUAL
1203021,3030308,6,SOCIAL ECONOMIA,MATUTINO EXTENDIDO,2006,ANUAL
1203021,3030308,6,SOCIAL ECONOMIA,VESPERTINO EXTENDIDO,2006,ANUAL
1203021,3030308,6,SOCIAL HUMANISTICO,MATUTINO EXTENDIDO,2006,ANUAL
1203021,3030308,6,SOCIAL HUMANISTICO,VESPERTINO EXTENDIDO,2006,ANUAL
1203021,3030308,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203021,3030308,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203021,3030308,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203022,3030292,4, ,MATUTINO,2006,ANUAL
1203022,3030292,4, ,INTERMEDIO,2006,ANUAL
1203022,3030292,4, ,VESPERTINO,2006,ANUAL
1203022,3030292,4, ,NOCTURNO,1994,SEMESTRAL
1203022,3030292,5,DIV.ARTE Y EXPRESION,VESPERTINO,2006,ANUAL
1203022,3030292,5,DIV.BIOLOGICA,VESPERTINO,2006,ANUAL
1203022,3030292,5,DIV.CIENTIFICA,VESPERTINO,2006,ANUAL
1203022,3030292,5,DIV.HUMANISTICA,VESPERTINO,2006,ANUAL
1203022,3030292,5,DIV.HUMANISTICA,NOCTURNO,1994,SEMESTRAL
1203022,3030292,6,ARTE Y EXPRESION,VESPERTINO,2006,ANUAL
1203022,3030292,6,CIENCIAS BIOLOGICAS,VESPERTINO,2006,ANUAL
1203022,3030292,6,SOCIAL HUMANISTICO,NOCTURNO,1994,SEMESTRAL
1203022,3030292,6,FISICO MATEMATICO,VESPERTINO,2006,ANUAL
1203022,3030292,6,SOCIAL HUMANISTICO,VESPERTINO,2006,ANUAL
1203022,3030292,1, ,MATUTINO,2006,ANUAL
1203022,3030292,1, ,INTERMEDIO,2006,ANUAL
1203022,3030292,2, ,MATUTINO,2006,ANUAL
1203022,3030292,2, ,INTERMEDIO,2006,ANUAL
1203022,3030292,2, ,NOCTURNO,2013,ANUAL/SEMESTRAL
1203022,3030292,3, ,MATUTINO,2006,ANUAL
1203022,3030292,3, ,INTERMEDIO,2006,ANUAL
1203022,3030292,3, ,NOCTURNO,2013,ANUAL/SEMESTRAL
1203023,3030273,4, ,VESPERTINO,2006,ANUAL
1203023,3030273,5,DIV.BIOLOGICA,VESPERTINO,2006,ANUAL
1203023,3030273,5,DIV.CIENTIFICA,VESPERTINO,2006,ANUAL
1203023,3030273,5,DIV.HUMANISTICA,VESPERTINO,2006,ANUAL
1203023,3030273,6,CIENCIAS BIOLOGICAS,VESPERTINO,2006,ANUAL
1203023,3030273,6,FISICO MATEMATICO,VESPERTINO,2006,ANUAL
1203023,3030273,6,SOCIAL ECONOMIA,VESPERTINO,2006,ANUAL
1203023,3030273,6,SOCIAL HUMANISTICO,VESPERTINO,2006,ANUAL
1203023,3030273,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1203023,3030273,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203023,3030273,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1203023,3030273,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203023,3030273,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1203023,3030273,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203024,3030269,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1203024,3030269,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203024,3030269,1, ,INTERMEDIO EXTENDIDO,2013,ANUAL/SEMESTRAL
1203024,3030269,1, ,NOCTURNO,2013,ANUAL/SEMESTRAL
1203024,3030269,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1203024,3030269,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203024,3030269,2, ,INTERMEDIO EXTENDIDO,2013,ANUAL/SEMESTRAL
1203024,3030269,2, ,NOCTURNO,2013,ANUAL/SEMESTRAL
1203024,3030269,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1203024,3030269,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203024,3030269,3, ,INTERMEDIO EXTENDIDO,2013,ANUAL/SEMESTRAL
1203024,3030269,3, ,NOCTURNO,2013,ANUAL/SEMESTRAL
1203025,3030276,4, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203025,3030276,5,DIV.ARTE Y EXPRESION,INTERMEDIO EXTENDIDO,2006,ANUAL
1203025,3030276,5,DIV.BIOLOGICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1203025,3030276,5,DIV.CIENTIFICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1203025,3030276,5,DIV.HUMANISTICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1203025,3030276,6,CIENCIAS BIOLOGICAS,MATUTINO EXTENDIDO,2006,ANUAL
1203025,3030276,6,FISICO MATEMATICO,MATUTINO EXTENDIDO,2006,ANUAL
1203025,3030276,6,SOCIAL ECONOMIA,INTERMEDIO EXTENDIDO,2006,ANUAL
1203025,3030276,6,SOCIAL HUMANISTICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1203025,3030276,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1203025,3030276,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1203025,3030276,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203027,3030282,4, ,NOCTURNO,1994,ANUAL
1203027,3030282,4, ,NOCTURNO,1994,SEMESTRAL
1203027,3030282,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1203027,3030282,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203027,3030282,1, ,INTERMEDIO EXTENDIDO,2013,ANUAL/SEMESTRAL
1203027,3030282,1, ,NOCTURNO,2013,ANUAL/SEMESTRAL
1203027,3030282,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1203027,3030282,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203027,3030282,2, ,NOCTURNO,0,ANUAL
1203027,3030282,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1203027,3030282,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203027,3030282,3, ,NOCTURNO,0,ANUAL
1203029,3030271,4, ,MATUTINO EXTENDIDO,2006,ANUAL
1203029,3030271,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1203029,3030271,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203029,3030271,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1203029,3030271,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203030,3030306,4, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203030,3030306,4, ,NOCTURNO,1994,ANUAL
1203030,3030306,5,DIV.BIOLOGICA,NOCTURNO,1994,ANUAL
1203030,3030306,5,DIV.HUMANISTICA,NOCTURNO,1994,ANUAL
1203030,3030306,5,DIV.HUMANISTICA,NOCTURNO,1994,SEMESTRAL
1203030,3030306,6,SOCIAL HUMANISTICO,NOCTURNO,1994,ANUAL
1203030,3030306,6,SOCIAL ECONOMIA,NOCTURNO,1994,ANUAL
1203030,3030306,6,CIENCIAS BIOLOGICAS,NOCTURNO,1994,ANUAL
1203030,3030306,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1203030,3030306,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203030,3030306,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1203030,3030306,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203030,3030306,3, ,NOCTURNO,0,ANUAL
1203031,3030296,4, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203031,3030296,5,DIV.BIOLOGICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1203031,3030296,5,DIV.HUMANISTICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1203031,3030296,6,CIENCIAS BIOLOGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL
1203031,3030296,6,SOCIAL HUMANISTICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1203031,3030296,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1203031,3030296,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1203031,3030296,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203032,3030313,4, ,MATUTINO EXTENDIDO,2006,ANUAL
1203032,3030313,4, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203032,3030313,4, ,NOCTURNO,1994,SEMESTRAL
1203032,3030313,5,DIV.BIOLOGICA,NOCTURNO,1994,SEMESTRAL
1203032,3030313,5,DIV.BIOLOGICA,MATUTINO EXTENDIDO,2006,ANUAL
1203032,3030313,5,DIV.HUMANISTICA,MATUTINO EXTENDIDO,2006,ANUAL
1203032,3030313,5,DIV.HUMANISTICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1203032,3030313,5,DIV.HUMANISTICA,NOCTURNO,1994,SEMESTRAL
1203032,3030313,6,CIENCIAS BIOLOGICAS,MATUTINO EXTENDIDO,2006,ANUAL
1203032,3030313,6,SOCIAL HUMANISTICO,NOCTURNO,1994,ANUAL
1203032,3030313,6,CIENCIAS BIOLOGICAS,NOCTURNO,1994,ANUAL
1203032,3030313,6,SOCIAL ECONOMIA,MATUTINO EXTENDIDO,2006,ANUAL
1203032,3030313,6,SOCIAL HUMANISTICO,MATUTINO EXTENDIDO,2006,ANUAL
1203032,3030313,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1203032,3030313,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203032,3030313,1, ,INTERMEDIO EXTENDIDO,2013,ANUAL/SEMESTRAL
1203032,3030313,1, ,NOCTURNO,0,ANUAL
1203032,3030313,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1203032,3030313,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203032,3030313,2, ,INTERMEDIO EXTENDIDO,2013,ANUAL/SEMESTRAL
1203032,3030313,2, ,NOCTURNO,0,ANUAL
1203032,3030313,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1203032,3030313,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203032,3030313,3, ,INTERMEDIO EXTENDIDO,2013,ANUAL/SEMESTRAL
1203032,3030313,3, ,NOCTURNO,0,ANUAL
1203033,3030272,4, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203033,3030272,5,DIV.BIOLOGICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1203033,3030272,5,DIV.HUMANISTICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1203033,3030272,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1203033,3030272,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1203033,3030272,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203033,3030272,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1203033,3030272,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203034,3030280,4, ,NOCTURNO,1994,SEMESTRAL
1203034,3030280,5,DIV.BIOLOGICA,NOCTURNO,1994,ANUAL
1203034,3030280,5,DIV.CIENTIFICA,NOCTURNO,1994,ANUAL
1203034,3030280,5,DIV.HUMANISTICA,NOCTURNO,1994,SEMESTRAL
1203034,3030280,6,SOCIAL HUMANISTICO,NOCTURNO,1994,ANUAL
1203034,3030280,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1203034,3030280,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203034,3030280,1, ,NOCTURNO,0,ANUAL
1203034,3030280,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1203034,3030280,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203034,3030280,2, ,NOCTURNO,0,ANUAL
1203034,3030280,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1203034,3030280,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203034,3030280,3, ,NOCTURNO,0,ANUAL
1203035,3030299,4, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203035,3030299,4, ,NOCTURNO,1994,ANUAL
1203035,3030299,5,DIV.BIOLOGICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1203035,3030299,5,DIV.HUMANISTICA,NOCTURNO,1994,ANUAL
1203035,3030299,6,SOCIAL HUMANISTICO,NOCTURNO,1994,ANUAL
1203035,3030299,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1203035,3030299,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1203035,3030299,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1203035,3030299,3, ,NOCTURNO,0,ANUAL
1203036,3030310,4, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203036,3030310,4, ,NOCTURNO,1994,SEMESTRAL
1203036,3030310,5,DIV.BIOLOGICA,NOCTURNO,1994,ANUAL
1203036,3030310,5,DIV.CIENTIFICA,NOCTURNO,1994,ANUAL
1203036,3030310,5,DIV.BIOLOGICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1203036,3030310,5,DIV.HUMANISTICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1203036,3030310,5,DIV.HUMANISTICA,NOCTURNO,1994,ANUAL
1203036,3030310,6,SOCIAL HUMANISTICO,NOCTURNO,1994,ANUAL
1203036,3030310,6,FISICO MATEMATICO,NOCTURNO,1994,ANUAL
1203036,3030310,6,CIENCIAS BIOLOGICAS,NOCTURNO,1994,ANUAL
1203036,3030310,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1203036,3030310,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1203036,3030310,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203037,3030283,4, ,VESPERTINO,2006,ANUAL
1203037,3030283,5,DIV.ARTE Y EXPRESION,VESPERTINO,2006,ANUAL
1203037,3030283,5,DIV.BIOLOGICA,VESPERTINO,2006,ANUAL
1203037,3030283,5,DIV.CIENTIFICA,VESPERTINO,2006,ANUAL
1203037,3030283,5,DIV.HUMANISTICA,VESPERTINO,2006,ANUAL
1203037,3030283,6,CIENCIAS BIOLOGICAS,VESPERTINO,2006,ANUAL
1203037,3030283,6,FISICO MATEMATICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1203037,3030283,6,MATEMATICA Y DISEÑO,INTERMEDIO EXTENDIDO,2006,ANUAL
1203037,3030283,6,SOCIAL HUMANISTICO,VESPERTINO,2006,ANUAL
1203037,3030283,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1203037,3030283,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203037,3030283,1, ,INTERMEDIO EXTENDIDO,2013,ANUAL/SEMESTRAL
1203037,3030283,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1203037,3030283,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203037,3030283,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1203037,3030283,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203038,3030278,4, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203038,3030278,5,DIV.BIOLOGICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1203038,3030278,5,DIV.HUMANISTICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1203038,3030278,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1203038,3030278,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1203038,3030278,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203039,3030286,4, ,NOCTURNO,1994,SEMESTRAL
1203039,3030286,5,DIV.BIOLOGICA,NOCTURNO,1994,SEMESTRAL
1203039,3030286,5,DIV.HUMANISTICA,NOCTURNO,1994,SEMESTRAL
1203039,3030286,6,SOCIAL HUMANISTICO,NOCTURNO,1994,SEMESTRAL
1203039,3030286,6,CIENCIAS BIOLOGICAS,NOCTURNO,1994,SEMESTRAL
1203039,3030286,0, ,NOCTURNO EXTENDIDO,2009,SEMESTRAL
1203039,3030286,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1203039,3030286,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203039,3030286,1, ,NOCTURNO EXTENDIDO,2009,SEMESTRAL
1203039,3030286,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1203039,3030286,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1203039,3030286,2, ,NOCTURNO EXTENDIDO,2009,SEMESTRAL
1203039,3030286,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1203039,3030286,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
