DescripciOn ,DescripciOn,Plan,COd.,DescripciOn,Tray.,Año,MOd.,Sem.,Grupo,Turno,Sectores de Estudio,Modalidad,TelEfono,Mail,DescTCurso,DescOrient,Ruee,Rule
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,25A,DEPORTE Y RECREACION,II,0,1,1,FL1,MATUTINO,,E.C.I. MIDES,23123669,polisantacatalina@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/FPBASE.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055deporte%20y%20recreacion.htm,1301131,4010449
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,25A,DEPORTE Y RECREACION,I,0,5,1,FL5,MATUTINO,,E.C.I. MIDES,23123669,polisantacatalina@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/FPBASE.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055deporte%20y%20recreacion.htm,1301131,4010449
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,297,ELECTRICIDAD,II,0,3,1,FB3,VESPERTINO,,Escuela,23123669,polisantacatalina@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/FPBASE.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055electricidad.htm,1301131,4010449
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,32C,E. RENOVABLES FOT. EOLICA,II,0,3,1,FO3,VESPERTINO,,Escuela,23123669,polisantacatalina@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/FPBASE.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/Energ%C3%ADas%20Renovables%20Fotovoltaica%20y%20E%C3%B3lica.htm,1301131,4010449
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,45A,MUSICA,I,0,1,1,FA1,VESPERTINO,,Escuela,23123669,polisantacatalina@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/FPBASE.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/MUSICA.htm,1301131,4010449
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,975,INFORMATICA,I,0,1,1,FC1,MATUTINO,,Escuela,23123669,polisantacatalina@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/FPBASE.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT%20Informatica%20reformulacion.htm,1301131,4010449
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,975,INFORMATICA,II,0,1,1,FZ1,MATUTINO,,REDESCUBRIR,23123669,polisantacatalina@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/FPBASE.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT%20Informatica%20reformulacion.htm,1301131,4010449
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,397,GASTRONOMIA C/S/B,,1,0,0,SA,MATUTINO,,Escuela,23123669,polisantacatalina@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804401%20-%20Gastronom%C3%ADa.htm,1301131,4010449
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,401,GASTRONOMIA COCINA,,2,0,0,SA,MATUTINO,,Escuela,23123669,polisantacatalina@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,0,1301131,4010449
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,643,SALA BAR,,2,0,0,SA2,VESPERTINO,,Escuela,23123669,polisantacatalina@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804643salabar.htm,1301131,4010449
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,00R,ADMINISTRACION (R),,1,0,0,BC,MATUTINO,,Escuela,23123669,polisantacatalina@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,0,1301131,4010449
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,00R,ADMINISTRACION (R),,2,0,0,BC,VESPERTINO,,Escuela,23123669,polisantacatalina@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,0,1301131,4010449
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,25A,DEPORTE Y RECREACION,,1,0,0,BA,MATUTINO,,EXP. COMUNITARIAS,23123669,polisantacatalina@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055deporte%20y%20recreacion.htm,1301131,4010449
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,25A,DEPORTE Y RECREACION,,1,0,0,BB,VESPERTINO,,EXP. COMUNITARIAS,23123669,polisantacatalina@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055deporte%20y%20recreacion.htm,1301131,4010449
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,25A,DEPORTE Y RECREACION,,1,0,0,BD,VESPERTINO,,Escuela,23123669,polisantacatalina@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055deporte%20y%20recreacion.htm,1301131,4010449
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,25A,DEPORTE Y RECREACION,,2,0,0,BA,MATUTINO,,EXP. COMUNITARIAS,23123669,polisantacatalina@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055deporte%20y%20recreacion.htm,1301131,4010449
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,25A,DEPORTE Y RECREACION,,2,0,0,BB,VESPERTINO,,EXP. COMUNITARIAS,23123669,polisantacatalina@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055deporte%20y%20recreacion.htm,1301131,4010449
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,25A,DEPORTE Y RECREACION,,3,0,0,BA,MATUTINO,,EXP. COMUNITARIAS,23123669,polisantacatalina@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055deporte%20y%20recreacion.htm,1301131,4010449
EDUCACION MEDIA SUPERIOR,BACHILLERATO PROFESIONAL,2008,393,GASTRONOMIA,,3,0,0,BP1,MATUTINO,,Escuela,23123669,polisantacatalina@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/052/Bachillerato%20Profesional.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055gastronom%C3%ADa.htm,1301131,4010449
EDUCACION MEDIA BASICA,ARTICULACION EDUCACION MEDIA BASICA,2017,19R,INTEGRADO GASTRONOMIA,,0,3,1,PS3,VESPERTINO,,EXP. COMUNITARIAS,23123669,polisantacatalina@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/056/articulacion.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/056/Programa%20Rumbo%20Integrado%20Gastronom%C3%ADa.htm,1301131,4010449
EDUCACION MEDIA BASICA,ARTICULACION EDUCACION MEDIA BASICA,2015,25R,INTEGRADO DEPORTE,,0,1,1,PR1,VESPERTINO,,EXP. COMUNITARIAS,23123669,polisantacatalina@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/056/articulacion.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/056/Programa%20Rumbo%20Integrado%20Deporte.htm,1301131,4010449
EDUCACION MEDIA BASICA,ARTICULACION EDUCACION MEDIA BASICA,2015,25R,INTEGRADO DEPORTE,,0,3,1,PR3,VESPERTINO,,EXP. COMUNITARIAS,23123669,polisantacatalina@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/056/articulacion.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/056/Programa%20Rumbo%20Integrado%20Deporte.htm,1301131,4010449
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,1,0,0,1A,DOBLE TURNO,,C. E. A.,25253634,0,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1301140,2010188
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,1,0,0,1B,DOBLE TURNO,,C. E. A.,25253634,0,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1301140,2010188
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,2,0,0,2A,DOBLE TURNO,,C. E. A.,25253634,0,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1301140,2010188
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,2,0,0,2B,DOBLE TURNO,,C. E. A.,25253634,0,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1301140,2010188
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,3,0,0,3A,DOBLE TURNO,,C. E. A.,25253634,0,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1301140,2010188
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,3,0,0,3B,DOBLE TURNO,,C. E. A.,25253634,0,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1301140,2010188
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,1,0,0,1A,DOBLE TURNO,,C. E. A.,26001223,0,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1301145,2010117
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,2,0,0,2A,DOBLE TURNO,,C. E. A.,26001223,0,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1301145,2010117
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,3,0,0,3A,DOBLE TURNO,,C. E. A.,26001223,0,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1301145,2010117
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,1,0,0,1A,DOBLE TURNO,,C. E. A.,22271266,cepmonmon354@anep.edu.uy,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1301150,2010250
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,1,0,0,1B,DOBLE TURNO,,C. E. A.,22271266,cepmonmon354@anep.edu.uy,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1301150,2010250
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,2,0,0,2A,DOBLE TURNO,,C. E. A.,22271266,cepmonmon354@anep.edu.uy,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1301150,2010250
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,2,0,0,2B,DOBLE TURNO,,C. E. A.,22271266,cepmonmon354@anep.edu.uy,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1301150,2010250
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,3,0,0,3A,DOBLE TURNO,,C. E. A.,22271266,cepmonmon354@anep.edu.uy,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1301150,2010250
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,3,0,0,3B,DOBLE TURNO,,C. E. A.,22271266,cepmonmon354@anep.edu.uy,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1301150,2010250
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,1,0,0,1A,MATUTINO,,C. E. A.,23153452,0,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1301160,2010265
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,1,0,0,1B,MATUTINO,,C. E. A.,23153452,0,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1301160,2010265
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,2,0,0,2A,MATUTINO,,C. E. A.,23153452,0,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1301160,2010265
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,2,0,0,2B,MATUTINO,,C. E. A.,23153452,0,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1301160,2010265
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,3,0,0,3A,MATUTINO,,C. E. A.,23153452,0,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1301160,2010265
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,1,0,0,1A,DOBLE TURNO,,C. E. A.,25138206,cepmonmon330@anep.edu.uy,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1301170,2010239
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,1,0,0,1B,DOBLE TURNO,,C. E. A.,25138206,cepmonmon330@anep.edu.uy,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1301170,2010239
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,2,0,0,2A,DOBLE TURNO,,C. E. A.,25138206,cepmonmon330@anep.edu.uy,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1301170,2010239
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,2,0,0,2B,DOBLE TURNO,,C. E. A.,25138206,cepmonmon330@anep.edu.uy,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1301170,2010239
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,3,0,0,3A,DOBLE TURNO,,C. E. A.,25138206,cepmonmon330@anep.edu.uy,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1301170,2010239
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,3,0,0,3B,DOBLE TURNO,,C. E. A.,25138206,cepmonmon330@anep.edu.uy,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1301170,2010239
EDUCACION SUPERIOR TERCIARIA,ARTICULACION,2001,891,ARTICULACION TECNOLOGO QUIMICO,,0,0,0,AQ1,VESPERTINO-NOCTURNO,,CETP - UDELAR,26285408/26285813,itsbuceo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/t/050t01894895.htm,1301172,4010362
EDUCACION SUPERIOR TERCIARIA,TECNOLOGO,2004,894,TECNOLOGO QUIMICO,,1,0,0,TA,DOBLE TURNO,,CETP - UDELAR,26285408/26285813,itsbuceo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/t/050t01894895.htm,1301172,4010362
EDUCACION SUPERIOR TERCIARIA,TECNOLOGO,2004,894,TECNOLOGO QUIMICO,,2,0,0,TA,DOBLE TURNO,,CETP - UDELAR,26285408/26285813,itsbuceo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/t/050t01894895.htm,1301172,4010362
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,780,REFRIGERACION,,1,0,0,SA,NOCTURNO,,Escuela,26285408/26285813,itsbuceo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/Refrigeraci%C3%B3n.htm,1301172,4010362
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,780,REFRIGERACION,,2,0,0,SA,NOCTURNO,,Escuela,26285408/26285813,itsbuceo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/Refrigeraci%C3%B3n.htm,1301172,4010362
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,07A,AUDIOVISUAL,,1,0,0,BJ,MATUTINO,,Escuela,26285408/26285813,itsbuceo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055%20Audiovisual.htm,1301172,4010362
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,07A,AUDIOVISUAL,,1,0,0,BK,MATUTINO,,Escuela,26285408/26285813,itsbuceo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055%20Audiovisual.htm,1301172,4010362
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,07A,AUDIOVISUAL,,1,0,0,BL,VESPERTINO,,Escuela,26285408/26285813,itsbuceo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055%20Audiovisual.htm,1301172,4010362
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,07A,AUDIOVISUAL,,1,0,0,BM,VESPERTINO,,Escuela,26285408/26285813,itsbuceo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055%20Audiovisual.htm,1301172,4010362
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,07A,AUDIOVISUAL,,2,0,0,BJ,MATUTINO,,Escuela,26285408/26285813,itsbuceo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055%20Audiovisual.htm,1301172,4010362
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,07A,AUDIOVISUAL,,2,0,0,BK,MATUTINO,,Escuela,26285408/26285813,itsbuceo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055%20Audiovisual.htm,1301172,4010362
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,07A,AUDIOVISUAL,,2,0,0,BL,VESPERTINO,,Escuela,26285408/26285813,itsbuceo@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055%20Audiovisual.htm,1301172,4010362
